vectorno,label,model,alpha,type,preprocessor,tokenizer,max_features,stop_words,lowercase,strip_accents,score_type,score
69,insult,multi,{'alpha': 15.0},tfidf,0,0,10000,english,False,ascii,precision,0.8491620111731844
69,insult,bern,{'alpha': 10.0},tfidf,0,0,10000,english,False,ascii,precision,0.5029726516052319
69,insult,multi,{'alpha': 0.1},tfidf,0,0,10000,english,False,ascii,recall,0.5045871559633027
69,insult,bern,{'alpha': 1.0},tfidf,0,0,10000,english,False,ascii,recall,0.8798999165971643
69,insult,multi,{'alpha': 0.5},tfidf,0,0,10000,english,False,ascii,roc_auc,0.7339230527221982
69,insult,bern,{'alpha': 2.0},tfidf,0,0,10000,english,False,ascii,roc_auc,0.8325982774449726
69,identity_hate,multi,{'alpha': 1.0},tfidf,0,0,10000,english,False,ascii,precision,0.34177215189873417
69,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,10000,english,False,ascii,precision,0.14718853362734288
69,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,10000,english,False,ascii,recall,0.28738317757009346
69,identity_hate,bern,{'alpha': 0.1},tfidf,0,0,10000,english,False,ascii,recall,0.8317757009345794
69,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,10000,english,False,ascii,roc_auc,0.6238597498767952
69,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,10000,english,False,ascii,roc_auc,0.7955680066288674
70,toxic,multi,{'alpha': 15.0},tfidf,0,0,10000,english,True,unicode,precision,0.9961734693877551
70,toxic,bern,{'alpha': 10.0},tfidf,0,0,10000,english,True,unicode,precision,0.6551249262246704
70,toxic,multi,{'alpha': 0.1},tfidf,0,0,10000,english,True,unicode,recall,0.546669540849321
70,toxic,bern,{'alpha': 1.0},tfidf,0,0,10000,english,True,unicode,recall,0.8863979305884889
70,toxic,multi,{'alpha': 0.5},tfidf,0,0,10000,english,True,unicode,roc_auc,0.7639495303487923
70,toxic,bern,{'alpha': 10.0},tfidf,0,0,10000,english,True,unicode,roc_auc,0.83857901923878
70,severe_toxic,multi,{'alpha': 2.0},tfidf,0,0,10000,english,True,unicode,precision,0.5454545454545454
70,severe_toxic,bern,{'alpha': 1.0},tfidf,0,0,10000,english,True,unicode,precision,0.16653934300993126
70,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,10000,english,True,unicode,recall,0.4012605042016807
70,severe_toxic,bern,{'alpha': 0.5},tfidf,0,0,10000,english,True,unicode,recall,0.9537815126050421
70,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,10000,english,True,unicode,roc_auc,0.6799455506915568
70,severe_toxic,bern,{'alpha': 1.0},tfidf,0,0,10000,english,True,unicode,roc_auc,0.9349015506936902
70,obscene,multi,{'alpha': 15.0},tfidf,0,0,10000,english,True,unicode,precision,0.9937106918238994
70,obscene,bern,{'alpha': 10.0},tfidf,0,0,10000,english,True,unicode,precision,0.6246770025839793
70,obscene,multi,{'alpha': 0.1},tfidf,0,0,10000,english,True,unicode,recall,0.5665887850467289
70,obscene,bern,{'alpha': 1.0},tfidf,0,0,10000,english,True,unicode,recall,0.8964174454828661
70,obscene,multi,{'alpha': 0.5},tfidf,0,0,10000,english,True,unicode,roc_auc,0.7682413795778618
70,obscene,bern,{'alpha': 2.0},tfidf,0,0,10000,english,True,unicode,roc_auc,0.8373685623751179
70,threat,multi,{'alpha': 0.01},tfidf,0,0,10000,english,True,unicode,precision,0.5283018867924528
70,threat,bern,{'alpha': 0.5},tfidf,0,0,10000,english,True,unicode,precision,0.1210762331838565
70,threat,multi,{'alpha': 0.01},tfidf,0,0,10000,english,True,unicode,recall,0.18421052631578946
70,threat,bern,{'alpha': 0.1},tfidf,0,0,10000,english,True,unicode,recall,0.8223684210526315
70,threat,multi,{'alpha': 0.1},tfidf,0,0,10000,english,True,unicode,roc_auc,0.5328422059013812
70,threat,bern,{'alpha': 0.5},tfidf,0,0,10000,english,True,unicode,roc_auc,0.6735131531946
70,insult,multi,{'alpha': 20.0},tfidf,0,0,10000,english,True,unicode,precision,1.0
70,insult,bern,{'alpha': 10.0},tfidf,0,0,10000,english,True,unicode,precision,0.527714502657555
70,insult,multi,{'alpha': 0.1},tfidf,0,0,10000,english,True,unicode,recall,0.493744787322769
70,insult,bern,{'alpha': 1.0},tfidf,0,0,10000,english,True,unicode,recall,0.8857381150959133
70,insult,multi,{'alpha': 0.5},tfidf,0,0,10000,english,True,unicode,roc_auc,0.7253380877272024
70,insult,bern,{'alpha': 2.0},tfidf,0,0,10000,english,True,unicode,roc_auc,0.8348798310349962
70,identity_hate,multi,{'alpha': 0.5},tfidf,0,0,10000,english,True,unicode,precision,0.8
70,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,10000,english,True,unicode,precision,0.19429452582883577
70,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,10000,english,True,unicode,recall,0.26401869158878505
70,identity_hate,bern,{'alpha': 0.1},tfidf,0,0,10000,english,True,unicode,recall,0.8411214953271028
70,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,10000,english,True,unicode,roc_auc,0.6184191553724738
70,identity_hate,bern,{'alpha': 0.5},tfidf,0,0,10000,english,True,unicode,roc_auc,0.8835820475417785
71,toxic,multi,{'alpha': 50.0},tfidf,0,0,10000,english,False,unicode,precision,0.9347826086956522
71,toxic,bern,{'alpha': 10.0},tfidf,0,0,10000,english,False,unicode,precision,0.6336214824351665
71,toxic,multi,{'alpha': 0.1},tfidf,0,0,10000,english,False,unicode,recall,0.5624056908816555
71,toxic,bern,{'alpha': 1.0},tfidf,0,0,10000,english,False,unicode,recall,0.883811166199612
71,toxic,multi,{'alpha': 0.5},tfidf,0,0,10000,english,False,unicode,roc_auc,0.7694599349180066
71,toxic,bern,{'alpha': 10.0},tfidf,0,0,10000,english,False,unicode,roc_auc,0.8482015674217477
71,severe_toxic,multi,{'alpha': 2.0},tfidf,0,0,10000,english,False,unicode,precision,0.3888888888888889
71,severe_toxic,bern,{'alpha': 1.0},tfidf,0,0,10000,english,False,unicode,precision,0.14318706697459585
71,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,10000,english,False,unicode,recall,0.4957983193277311
71,severe_toxic,bern,{'alpha': 0.5},tfidf,0,0,10000,english,False,unicode,recall,0.9453781512605042
71,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,10000,english,False,unicode,roc_auc,0.7318308223282967
71,severe_toxic,bern,{'alpha': 1.0},tfidf,0,0,10000,english,False,unicode,roc_auc,0.9284107554207076
71,obscene,multi,{'alpha': 20.0},tfidf,0,0,10000,english,False,unicode,precision,0.935064935064935
71,obscene,bern,{'alpha': 10.0},tfidf,0,0,10000,english,False,unicode,precision,0.5595667870036101
71,obscene,multi,{'alpha': 0.1},tfidf,0,0,10000,english,False,unicode,recall,0.572429906542056
71,obscene,bern,{'alpha': 1.0},tfidf,0,0,10000,english,False,unicode,recall,0.8866822429906542
71,obscene,multi,{'alpha': 0.5},tfidf,0,0,10000,english,False,unicode,roc_auc,0.7689408401388164
71,obscene,bern,{'alpha': 2.0},tfidf,0,0,10000,english,False,unicode,roc_auc,0.8314142647061359
71,threat,multi,{'alpha': 0.0001},tfidf,0,0,10000,english,False,unicode,precision,0.2727272727272727
71,threat,bern,{'alpha': 0.5},tfidf,0,0,10000,english,False,unicode,precision,0.07777777777777778
71,threat,multi,{'alpha': 0.01},tfidf,0,0,10000,english,False,unicode,recall,0.21710526315789475
71,threat,bern,{'alpha': 0.1},tfidf,0,0,10000,english,False,unicode,recall,0.8092105263157895
71,threat,multi,{'alpha': 0.1},tfidf,0,0,10000,english,False,unicode,roc_auc,0.5615544430669664
71,threat,bern,{'alpha': 0.5},tfidf,0,0,10000,english,False,unicode,roc_auc,0.6993887195610846
71,insult,multi,{'alpha': 15.0},tfidf,0,0,10000,english,False,unicode,precision,0.8453038674033149
71,insult,bern,{'alpha': 10.0},tfidf,0,0,10000,english,False,unicode,precision,0.5044510385756676
71,insult,multi,{'alpha': 0.1},tfidf,0,0,10000,english,False,unicode,recall,0.5037531276063386
71,insult,bern,{'alpha': 1.0},tfidf,0,0,10000,english,False,unicode,recall,0.8807339449541285
71,insult,multi,{'alpha': 0.5},tfidf,0,0,10000,english,False,unicode,roc_auc,0.7339230527221982
71,insult,bern,{'alpha': 2.0},tfidf,0,0,10000,english,False,unicode,roc_auc,0.8324328788343209
71,identity_hate,multi,{'alpha': 1.0},tfidf,0,0,10000,english,False,unicode,precision,0.34615384615384615
71,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,10000,english,False,unicode,precision,0.14671814671814673
71,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,10000,english,False,unicode,recall,0.2850467289719626
71,identity_hate,bern,{'alpha': 0.1},tfidf,0,0,10000,english,False,unicode,recall,0.8317757009345794
71,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,10000,english,False,unicode,roc_auc,0.6238914522967466
71,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,10000,english,False,unicode,roc_auc,0.794399782329802
72,toxic,multi,{'alpha': 10.0},tfidf,1,0,,,False,,precision,1.0
72,toxic,bern,{'alpha': 1.0},tfidf,1,0,,,False,,precision,0.8843974310540235
72,toxic,multi,{'alpha': 0.01},tfidf,1,0,,,False,,recall,0.5298555723216211
72,toxic,bern,{'alpha': 0.1},tfidf,1,0,,,False,,recall,0.8713084716533736
72,toxic,multi,{'alpha': 0.01},tfidf,1,0,,,False,,roc_auc,0.759870250897262
72,toxic,bern,{'alpha': 2.0},tfidf,1,0,,,False,,roc_auc,0.5444046717150501
72,severe_toxic,multi,{'alpha': 0.0},tfidf,1,0,,,False,,precision,0.45484949832775917
72,severe_toxic,bern,{'alpha': 0.1},tfidf,1,0,,,False,,precision,0.273121387283237
72,severe_toxic,multi,{'alpha': 0.001},tfidf,1,0,,,False,,recall,0.35084033613445376
72,severe_toxic,bern,{'alpha': 0.01},tfidf,1,0,,,False,,recall,0.9054621848739496
72,severe_toxic,multi,{'alpha': 0.01},tfidf,1,0,,,False,,roc_auc,0.6476258241888162
72,severe_toxic,bern,{'alpha': 0.1},tfidf,1,0,,,False,,roc_auc,0.8864171496343052
72,obscene,multi,{'alpha': 10.0},tfidf,1,0,,,False,,precision,1.0
72,obscene,bern,{'alpha': 0.5},tfidf,1,0,,,False,,precision,0.7084677419354839
72,obscene,multi,{'alpha': 0.01},tfidf,1,0,,,False,,recall,0.5249221183800623
72,obscene,bern,{'alpha': 0.1},tfidf,1,0,,,False,,recall,0.8714953271028038
72,obscene,multi,{'alpha': 0.01},tfidf,1,0,,,False,,roc_auc,0.7588528688192508
72,obscene,bern,{'alpha': 1.0},tfidf,1,0,,,False,,roc_auc,0.580215573048391
72,threat,multi,{'alpha': 1.0},tfidf,1,0,,,False,,precision,0.0
72,threat,bern,{'alpha': 0.01},tfidf,1,0,,,False,,precision,0.04871447902571042
72,threat,multi,{'alpha': 0.0001},tfidf,1,0,,,False,,recall,0.15789473684210525
72,threat,bern,{'alpha': 0.01},tfidf,1,0,,,False,,recall,0.7105263157894737
72,threat,multi,{'alpha': 0.001},tfidf,1,0,,,False,,roc_auc,0.5721057663490112
72,threat,bern,{'alpha': 0.1},tfidf,1,0,,,False,,roc_auc,0.5063373050410902
72,insult,multi,{'alpha': 2.0},tfidf,1,0,,,False,,precision,1.0
72,insult,bern,{'alpha': 0.5},tfidf,1,0,,,False,,precision,0.660075329566855
72,insult,multi,{'alpha': 0.01},tfidf,1,0,,,False,,recall,0.463302752293578
72,insult,bern,{'alpha': 0.1},tfidf,1,0,,,False,,recall,0.8532110091743119
72,insult,multi,{'alpha': 0.01},tfidf,1,0,,,False,,roc_auc,0.7272958793996283
72,insult,bern,{'alpha': 1.0},tfidf,1,0,,,False,,roc_auc,0.5540995818270656
72,identity_hate,multi,{'alpha': 0.0},tfidf,1,0,,,False,,precision,0.4484848484848485
72,identity_hate,bern,{'alpha': 0.1},tfidf,1,0,,,False,,precision,0.3089430894308943
72,identity_hate,multi,{'alpha': 0.001},tfidf,1,0,,,False,,recall,0.21495327102803738
72,identity_hate,bern,{'alpha': 0.01},tfidf,1,0,,,False,,recall,0.7593457943925234
72,identity_hate,multi,{'alpha': 0.01},tfidf,1,0,,,False,,roc_auc,0.5835520734469024
72,identity_hate,bern,{'alpha': 0.1},tfidf,1,0,,,False,,roc_auc,0.6739771525301198
73,toxic,multi,{'alpha': 2.0},tfidf,1,0,,english,False,,precision,0.9979550102249489
73,toxic,bern,{'alpha': 1.0},tfidf,1,0,,english,False,,precision,0.9037356321839081
73,toxic,multi,{'alpha': 0.01},tfidf,1,0,,english,False,,recall,0.5294244449234748
73,toxic,bern,{'alpha': 0.1},tfidf,1,0,,english,False,,recall,0.8635481784867428
73,toxic,multi,{'alpha': 0.1},tfidf,1,0,,english,False,,roc_auc,0.723766716988868
73,toxic,bern,{'alpha': 1.0},tfidf,1,0,,english,False,,roc_auc,0.7010527799195453
73,severe_toxic,multi,{'alpha': 0.0},tfidf,1,0,,english,False,,precision,0.4523809523809524
73,severe_toxic,bern,{'alpha': 0.1},tfidf,1,0,,english,False,,precision,0.3573008849557522
73,severe_toxic,multi,{'alpha': 0.001},tfidf,1,0,,english,False,,recall,0.3319327731092437
73,severe_toxic,bern,{'alpha': 0.01},tfidf,1,0,,english,False,,recall,0.8886554621848739
73,severe_toxic,multi,{'alpha': 0.01},tfidf,1,0,,english,False,,roc_auc,0.6435510819725525
73,severe_toxic,bern,{'alpha': 0.1},tfidf,1,0,,english,False,,roc_auc,0.8331397773741269
73,obscene,multi,{'alpha': 10.0},tfidf,1,0,,english,False,,precision,1.0
73,obscene,bern,{'alpha': 0.5},tfidf,1,0,,english,False,,precision,0.7856772184743124
73,obscene,multi,{'alpha': 0.01},tfidf,1,0,,english,False,,recall,0.5190809968847352
73,obscene,bern,{'alpha': 0.1},tfidf,1,0,,english,False,,recall,0.8664330218068536
73,obscene,multi,{'alpha': 0.01},tfidf,1,0,,english,False,,roc_auc,0.7559101719343432
73,obscene,bern,{'alpha': 0.5},tfidf,1,0,,english,False,,roc_auc,0.7902108191232778
73,threat,multi,{'alpha': 1.0},tfidf,1,0,,english,False,,precision,0.0
73,threat,bern,{'alpha': 0.01},tfidf,1,0,,english,False,,precision,0.06868686868686869
73,threat,multi,{'alpha': 0.0001},tfidf,1,0,,english,False,,recall,0.14473684210526316
73,threat,bern,{'alpha': 0.001},tfidf,1,0,,english,False,,recall,0.6381578947368421
73,threat,multi,{'alpha': 0.001},tfidf,1,0,,english,False,,roc_auc,0.5688162926648006
73,threat,bern,{'alpha': 0.1},tfidf,1,0,,english,False,,roc_auc,0.5063373050410902
73,insult,multi,{'alpha': 2.0},tfidf,1,0,,english,False,,precision,1.0
73,insult,bern,{'alpha': 0.5},tfidf,1,0,,english,False,,precision,0.7341447789878283
73,insult,multi,{'alpha': 0.01},tfidf,1,0,,english,False,,recall,0.4562135112593828
73,insult,bern,{'alpha': 0.1},tfidf,1,0,,english,False,,recall,0.8498748957464554
73,insult,multi,{'alpha': 0.01},tfidf,1,0,,english,False,,roc_auc,0.7237402323084873
73,insult,bern,{'alpha': 0.5},tfidf,1,0,,english,False,,roc_auc,0.7343730960421956
73,identity_hate,multi,{'alpha': 0.0},tfidf,1,0,,english,False,,precision,0.475
73,identity_hate,bern,{'alpha': 0.1},tfidf,1,0,,english,False,,precision,0.3352112676056338
73,identity_hate,multi,{'alpha': 0.001},tfidf,1,0,,english,False,,recall,0.2102803738317757
73,identity_hate,bern,{'alpha': 0.01},tfidf,1,0,,english,False,,recall,0.7406542056074766
73,identity_hate,multi,{'alpha': 0.01},tfidf,1,0,,english,False,,roc_auc,0.5812790296886743
73,identity_hate,bern,{'alpha': 0.1},tfidf,1,0,,english,False,,roc_auc,0.6365247678859424
74,toxic,multi,{'alpha': 50.0},tfidf,1,0,3000,,False,,precision,1.0
74,toxic,bern,{'alpha': 20.0},tfidf,1,0,3000,,False,,precision,0.3337257210123602
74,toxic,multi,{'alpha': 0.1},tfidf,1,0,3000,,False,,recall,0.5039879284328519
74,toxic,bern,{'alpha': 2.0},tfidf,1,0,3000,,False,,recall,0.8741107997413236
74,toxic,multi,{'alpha': 1.0},tfidf,1,0,3000,,False,,roc_auc,0.7457107154762415
74,toxic,bern,{'alpha': 20.0},tfidf,1,0,3000,,False,,roc_auc,0.8358689373509798
74,severe_toxic,multi,{'alpha': 2.0},tfidf,1,0,3000,,False,,precision,0.6
74,severe_toxic,bern,{'alpha': 2.0},tfidf,1,0,3000,,False,,precision,0.06767811988695523
74,severe_toxic,multi,{'alpha': 0.01},tfidf,1,0,3000,,False,,recall,0.41386554621848737
74,severe_toxic,bern,{'alpha': 1.0},tfidf,1,0,3000,,False,,recall,0.9537815126050421
74,severe_toxic,multi,{'alpha': 0.5},tfidf,1,0,3000,,False,,roc_auc,0.6677636368614344
74,severe_toxic,bern,{'alpha': 2.0},tfidf,1,0,3000,,False,,roc_auc,0.9116369896171811
74,obscene,multi,{'alpha': 50.0},tfidf,1,0,3000,,False,,precision,1.0
74,obscene,bern,{'alpha': 15.0},tfidf,1,0,3000,,False,,precision,0.41252160553101597
74,obscene,multi,{'alpha': 0.1},tfidf,1,0,3000,,False,,recall,0.5541277258566978
74,obscene,bern,{'alpha': 2.0},tfidf,1,0,3000,,False,,recall,0.8894080996884736
74,obscene,multi,{'alpha': 1.0},tfidf,1,0,3000,,False,,roc_auc,0.7676995140048996
74,obscene,bern,{'alpha': 15.0},tfidf,1,0,3000,,False,,roc_auc,0.8843670771506447
74,threat,multi,{'alpha': 0.1},tfidf,1,0,3000,,False,,precision,0.4166666666666667
74,threat,bern,{'alpha': 1.0},tfidf,1,0,3000,,False,,precision,0.10127826941986234
74,threat,multi,{'alpha': 0.01},tfidf,1,0,3000,,False,,recall,0.09868421052631579
74,threat,bern,{'alpha': 0.1},tfidf,1,0,3000,,False,,recall,0.8552631578947368
74,threat,multi,{'alpha': 0.1},tfidf,1,0,3000,,False,,roc_auc,0.5327476502080778
74,threat,bern,{'alpha': 1.0},tfidf,1,0,3000,,False,,roc_auc,0.8292131335093214
74,insult,multi,{'alpha': 50.0},tfidf,1,0,3000,,False,,precision,0.9830508474576272
74,insult,bern,{'alpha': 15.0},tfidf,1,0,3000,,False,,precision,0.3937665512324302
74,insult,multi,{'alpha': 0.1},tfidf,1,0,3000,,False,,recall,0.4837364470391993
74,insult,bern,{'alpha': 2.0},tfidf,1,0,3000,,False,,recall,0.8798999165971643
74,insult,multi,{'alpha': 1.0},tfidf,1,0,3000,,False,,roc_auc,0.7241321493055144
74,insult,bern,{'alpha': 15.0},tfidf,1,0,3000,,False,,roc_auc,0.8702291191496276
74,identity_hate,multi,{'alpha': 2.0},tfidf,1,0,3000,,False,,precision,0.84375
74,identity_hate,bern,{'alpha': 2.0},tfidf,1,0,3000,,False,,precision,0.12111692844677138
74,identity_hate,multi,{'alpha': 0.01},tfidf,1,0,3000,,False,,recall,0.25
74,identity_hate,bern,{'alpha': 0.5},tfidf,1,0,3000,,False,,recall,0.8761682242990654
74,identity_hate,multi,{'alpha': 0.5},tfidf,1,0,3000,,False,,roc_auc,0.5952871538041422
74,identity_hate,bern,{'alpha': 2.0},tfidf,1,0,3000,,False,,roc_auc,0.878764933963168
75,toxic,multi,{'alpha': 50.0},tfidf,1,0,3000,english,False,,precision,0.9983416252072969
75,toxic,bern,{'alpha': 20.0},tfidf,1,0,3000,english,False,,precision,0.4462114125350795
75,toxic,multi,{'alpha': 0.01},tfidf,1,0,3000,english,False,,recall,0.5067902565208019
75,toxic,bern,{'alpha': 2.0},tfidf,1,0,3000,english,False,,recall,0.8700150894589351
75,toxic,multi,{'alpha': 1.0},tfidf,1,0,3000,english,False,,roc_auc,0.7454371525195588
75,toxic,bern,{'alpha': 20.0},tfidf,1,0,3000,english,False,,roc_auc,0.8563586410237083
75,severe_toxic,multi,{'alpha': 2.0},tfidf,1,0,3000,english,False,,precision,0.6075949367088608
75,severe_toxic,bern,{'alpha': 2.0},tfidf,1,0,3000,english,False,,precision,0.10926016658500735
75,severe_toxic,multi,{'alpha': 0.01},tfidf,1,0,3000,english,False,,recall,0.39285714285714285
75,severe_toxic,bern,{'alpha': 1.0},tfidf,1,0,3000,english,False,,recall,0.9516806722689075
75,severe_toxic,multi,{'alpha': 0.1},tfidf,1,0,3000,english,False,,roc_auc,0.6956701185985639
75,severe_toxic,bern,{'alpha': 2.0},tfidf,1,0,3000,english,False,,roc_auc,0.9300250427883934
75,obscene,multi,{'alpha': 50.0},tfidf,1,0,3000,english,False,,precision,1.0
75,obscene,bern,{'alpha': 15.0},tfidf,1,0,3000,english,False,,precision,0.5523160762942779
75,obscene,multi,{'alpha': 0.1},tfidf,1,0,3000,english,False,,recall,0.5482866043613707
75,obscene,bern,{'alpha': 2.0},tfidf,1,0,3000,english,False,,recall,0.8870716510903427
75,obscene,multi,{'alpha': 1.0},tfidf,1,0,3000,english,False,,roc_auc,0.7657746096437014
75,obscene,bern,{'alpha': 10.0},tfidf,1,0,3000,english,False,,roc_auc,0.8807050721751858
75,threat,multi,{'alpha': 0.1},tfidf,1,0,3000,english,False,,precision,0.5
75,threat,bern,{'alpha': 0.5},tfidf,1,0,3000,english,False,,precision,0.06761957119296316
75,threat,multi,{'alpha': 0.01},tfidf,1,0,3000,english,False,,recall,0.09868421052631579
75,threat,bern,{'alpha': 0.1},tfidf,1,0,3000,english,False,,recall,0.8421052631578947
75,threat,multi,{'alpha': 0.1},tfidf,1,0,3000,english,False,,roc_auc,0.5360686424567228
75,threat,bern,{'alpha': 0.5},tfidf,1,0,3000,english,False,,roc_auc,0.8867867680642846
75,insult,multi,{'alpha': 50.0},tfidf,1,0,3000,english,False,,precision,0.9777777777777777
75,insult,bern,{'alpha': 15.0},tfidf,1,0,3000,english,False,,precision,0.502865329512894
75,insult,multi,{'alpha': 0.1},tfidf,1,0,3000,english,False,,recall,0.4745621351125938
75,insult,bern,{'alpha': 2.0},tfidf,1,0,3000,english,False,,recall,0.8761467889908257
75,insult,multi,{'alpha': 1.0},tfidf,1,0,3000,english,False,,roc_auc,0.7219698923947999
75,insult,bern,{'alpha': 10.0},tfidf,1,0,3000,english,False,,roc_auc,0.8720038549785718
75,identity_hate,multi,{'alpha': 2.0},tfidf,1,0,3000,english,False,,precision,0.8846153846153846
75,identity_hate,bern,{'alpha': 2.0},tfidf,1,0,3000,english,False,,precision,0.15527638190954773
75,identity_hate,multi,{'alpha': 0.01},tfidf,1,0,3000,english,False,,recall,0.2523364485981308
75,identity_hate,bern,{'alpha': 0.5},tfidf,1,0,3000,english,False,,recall,0.8808411214953271
75,identity_hate,multi,{'alpha': 0.5},tfidf,1,0,3000,english,False,,roc_auc,0.5860787365647416
75,identity_hate,bern,{'alpha': 2.0},tfidf,1,0,3000,english,False,,roc_auc,0.8432173857651196
76,toxic,multi,{'alpha': 50.0},tfidf,1,0,4000,,False,,precision,1.0
76,toxic,bern,{'alpha': 20.0},tfidf,1,0,4000,,False,,precision,0.4564434845212383
76,toxic,multi,{'alpha': 0.1},tfidf,1,0,4000,,False,,recall,0.5160594955809442
76,toxic,bern,{'alpha': 2.0},tfidf,1,0,4000,,False,,recall,0.8777753826255659
76,toxic,multi,{'alpha': 1.0},tfidf,1,0,4000,,False,,roc_auc,0.748659008154133
76,toxic,bern,{'alpha': 20.0},tfidf,1,0,4000,,False,,roc_auc,0.8574548282427813
76,severe_toxic,multi,{'alpha': 2.0},tfidf,1,0,4000,,False,,precision,0.5967741935483871
76,severe_toxic,bern,{'alpha': 2.0},tfidf,1,0,4000,,False,,precision,0.09303758471965495
76,severe_toxic,multi,{'alpha': 0.01},tfidf,1,0,4000,,False,,recall,0.41596638655462187
76,severe_toxic,bern,{'alpha': 0.5},tfidf,1,0,4000,,False,,recall,0.9453781512605042
76,severe_toxic,multi,{'alpha': 0.1},tfidf,1,0,4000,,False,,roc_auc,0.7103231099281696
76,severe_toxic,bern,{'alpha': 2.0},tfidf,1,0,4000,,False,,roc_auc,0.9291269843245229
76,obscene,multi,{'alpha': 20.0},tfidf,1,0,4000,,False,,precision,0.9959183673469387
76,obscene,bern,{'alpha': 15.0},tfidf,1,0,4000,,False,,precision,0.5765895953757225
76,obscene,multi,{'alpha': 0.1},tfidf,1,0,4000,,False,,recall,0.5615264797507789
76,obscene,bern,{'alpha': 2.0},tfidf,1,0,4000,,False,,recall,0.8921339563862928
76,obscene,multi,{'alpha': 1.0},tfidf,1,0,4000,,False,,roc_auc,0.7660422689885475
76,obscene,bern,{'alpha': 10.0},tfidf,1,0,4000,,False,,roc_auc,0.8791455606183637
76,threat,multi,{'alpha': 0.01},tfidf,1,0,4000,,False,,precision,0.3902439024390244
76,threat,bern,{'alpha': 1.0},tfidf,1,0,4000,,False,,precision,0.10661268556005399
76,threat,multi,{'alpha': 0.01},tfidf,1,0,4000,,False,,recall,0.10526315789473684
76,threat,bern,{'alpha': 0.1},tfidf,1,0,4000,,False,,recall,0.8355263157894737
76,threat,multi,{'alpha': 0.1},tfidf,1,0,4000,,False,,roc_auc,0.5360896548330124
76,threat,bern,{'alpha': 0.5},tfidf,1,0,4000,,False,,roc_auc,0.8999456995960093
76,insult,multi,{'alpha': 50.0},tfidf,1,0,4000,,False,,precision,1.0
76,insult,bern,{'alpha': 15.0},tfidf,1,0,4000,,False,,precision,0.5296717171717171
76,insult,multi,{'alpha': 0.1},tfidf,1,0,4000,,False,,recall,0.4829024186822352
76,insult,bern,{'alpha': 2.0},tfidf,1,0,4000,,False,,recall,0.8815679733110926
76,insult,multi,{'alpha': 0.5},tfidf,1,0,4000,,False,,roc_auc,0.7315050878120859
76,insult,bern,{'alpha': 10.0},tfidf,1,0,4000,,False,,roc_auc,0.8680081933238922
76,identity_hate,multi,{'alpha': 2.0},tfidf,1,0,4000,,False,,precision,0.8333333333333334
76,identity_hate,bern,{'alpha': 2.0},tfidf,1,0,4000,,False,,precision,0.1511111111111111
76,identity_hate,multi,{'alpha': 0.01},tfidf,1,0,4000,,False,,recall,0.26401869158878505
76,identity_hate,bern,{'alpha': 0.5},tfidf,1,0,4000,,False,,recall,0.8878504672897196
76,identity_hate,multi,{'alpha': 0.1},tfidf,1,0,4000,,False,,roc_auc,0.6286689872311344
76,identity_hate,bern,{'alpha': 2.0},tfidf,1,0,4000,,False,,roc_auc,0.8393111488818724
77,toxic,multi,{'alpha': 50.0},tfidf,1,0,4000,english,False,,precision,0.997907949790795
77,toxic,bern,{'alpha': 20.0},tfidf,1,0,4000,english,False,,precision,0.6021821960512643
77,toxic,multi,{'alpha': 0.1},tfidf,1,0,4000,english,False,,recall,0.5233886613494287
77,toxic,bern,{'alpha': 2.0},tfidf,1,0,4000,english,False,,recall,0.8758353093339082
77,toxic,multi,{'alpha': 1.0},tfidf,1,0,4000,english,False,,roc_auc,0.7521727929685905
77,toxic,bern,{'alpha': 15.0},tfidf,1,0,4000,english,False,,roc_auc,0.8589371837458889
77,severe_toxic,multi,{'alpha': 2.0},tfidf,1,0,4000,english,False,,precision,0.6153846153846154
77,severe_toxic,bern,{'alpha': 2.0},tfidf,1,0,4000,english,False,,precision,0.15865039483129936
77,severe_toxic,multi,{'alpha': 0.01},tfidf,1,0,4000,english,False,,recall,0.39915966386554624
77,severe_toxic,bern,{'alpha': 0.5},tfidf,1,0,4000,english,False,,recall,0.9495798319327731
77,severe_toxic,multi,{'alpha': 0.1},tfidf,1,0,4000,english,False,,roc_auc,0.6988002226934314
77,severe_toxic,bern,{'alpha': 2.0},tfidf,1,0,4000,english,False,,roc_auc,0.9394904025460229
77,obscene,multi,{'alpha': 50.0},tfidf,1,0,4000,english,False,,precision,1.0
77,obscene,bern,{'alpha': 10.0},tfidf,1,0,4000,english,False,,precision,0.45108352619398273
